VIN,Make,Model,ModelYear,ErrorCode,ErrorText
SALYM2FU9SA809371,LAND ROVER,Range Rover Velar,2025,0,
SALYM2FUXSA396649,LAND ROVER,Range Rover Velar,2025,0,
SALZJ2FX0RH253718,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX0RH256456,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX0RH258529,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX0RH259521,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX0SH265101,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX0SH268421,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX1RH242730,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX1RH258555,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX1RH258751,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX1RH259382,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX1RH259494,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX1RH264016,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX1RH264162,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX1SH264894,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX1SH265320,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX1SH271862,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX1SH273904,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX1SH277810,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX2RH241490,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX2RH247662,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX2RH258726,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX2RH264171,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX2SH269327,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX2SH277282,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX3RH258394,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX3RH258685,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX3RH259416,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX3RH259500,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX3RH264003,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX3SH265027,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX3SH265285,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX3SH273211,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX3SH277792,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX3SH280661,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX4RH244939,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX4RH253253,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX4RH258596,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX4RH258890,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX4RH259358,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX4RH259408,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX4RH264091,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX5RH245419,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX5RH248952,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX5RH252838,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX5RH255495,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX5RH259479,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX5RH263998,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX5SH264686,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX5SH264896,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX5SH265241,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX5SH277602,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX5SH279012,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX6RH258907,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX6RH259166,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX6RH263895,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX6SH266947,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX6SH269895,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX7RH241422,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX7RH255823,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX7RH256244,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX7RH258673,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX7RH258916,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX7RH259175,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX7SH265046,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX7SH270053,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX7SH277035,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX7SH280811,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX8RH256866,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX8RH259346,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX8RH259394,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX8RH259525,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX8RH263879,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX8SH264312,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX8SH264889,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX8SH265007,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX8SH265251,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX8SH268747,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX8SH271079,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX8SH280834,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX9RH240594,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX9RH248517,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX9RH258996,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FX9SH275819,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FX9SH277098,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FXXRH248655,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FXXRH255864,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FXXRH263933,LAND ROVER,Range Rover Evoque,2024,0,
SALZJ2FXXSH264974,LAND ROVER,Range Rover Evoque,2025,0,
SALZJ2FXXSH269382,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX0RH256774,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX0RH258895,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX0SH264847,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX0SH267120,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX0SH275718,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX0SH280837,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX1RH258968,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX1RH259554,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX1SH264775,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX1SH265022,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX1SH267353,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX1SH268616,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX2RH247624,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX2RH252807,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX2RH253441,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX2RH257778,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX2RH257862,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX2RH258901,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX2RH259529,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX2SH269001,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX2SH270990,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX2SH273646,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX2SH274070,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX3RH245087,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX3RH255067,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX3RH256512,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX3RH257398,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX3RH257708,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX3SH271825,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX3SH276328,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX4RH258687,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX4RH259192,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX4SH269176,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX5RH242644,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX5RH244880,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX5RH258682,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX5RH259279,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX5RH259444,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX5RH263929,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX5SH264861,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX5SH265072,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX5SH280798,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX6RH248839,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX6RH252292,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX6RH258691,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX6RH263986,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX6SH265193,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX6SH269616,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX6SH270006,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX6SH273701,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX6SH281457,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX7RH258988,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX7RH259154,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX7RH259199,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX7SH264831,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX7SH268426,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX7SH273884,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX8RH241617,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH241830,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH254397,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH254867,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH258823,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH259180,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH259356,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH259471,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH259535,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH264038,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8RH264041,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX8SH265132,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX8SH267415,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX8SH268743,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX9RH245191,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX9RH245403,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX9RH246860,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX9RH255283,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX9RH258829,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX9RH258944,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FX9SH267780,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX9SH268816,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX9SH272882,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FX9SH276169,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FXXRH255535,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FXXRH256295,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FXXRH256362,LAND ROVER,Range Rover Evoque,2024,0,
SALZL2FXXSH264760,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FXXSH269361,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FXXSH273815,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FXXSH274348,LAND ROVER,Range Rover Evoque,2025,0,
SALZL2FXXSH276021,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX0RH240605,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX0RH257646,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX1RH255467,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX1RH256750,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX1RH256859,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX1RH257719,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX1RH258272,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX1SH267480,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX1SH268953,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX1SH276146,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX1SH281685,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX2RH242159,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX2SH268072,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX2SH280898,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX3SH270199,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX4RH253857,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX4RH258766,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX4SH276187,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX4SH278280,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX5RH246416,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX5RH254631,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX5RH259411,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX5SH267269,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX6RH242150,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX6RH247395,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX6RH255545,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX6RH256856,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX6RH257635,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX6RH259465,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX7RH260866,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX7SH272053,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX8SH267248,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FX9RH254664,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX9RH258083,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FX9RH261386,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FXXRH255810,LAND ROVER,Range Rover Evoque,2024,0,
SALZM2FXXSH272841,LAND ROVER,Range Rover Evoque,2025,0,
SALZM2FXXSH281815,LAND ROVER,Range Rover Evoque,2025,0,
